destination_id,year,rows
320,2007,3326
320,2008,2559
320,2009,2486
320,2010,6326
320,2011,7612
320,2012,8524
320,2013,8360
320,2014,8350
320,2015,8034
320,2016,8220
320,2017,7937
320,2018,7797
320,2019,7811
320,2020,5547
320,2021,7812
320,2022,7861
320,2023,8534
320,2024,8568
320,2025,8500
320,2026,5032
